Datum;Bestellung;Versand Land;Versandort;Produkt;Nettomenge;Bruttoumsatz
04.07.22;#40685;Germany;Schlüchtern;Alaunstein;1;8.390
04.07.22;#40689;Germany;Wesel;Alaunstein;1;8.390
05.07.22;#40760;Germany;Großfriesen;Alaunstein;1;8.380
05.07.22;#40770;Germany;Mannheim;Alaunstein;1;8.390
05.07.22;#40778;Germany;Parsdorf;Alaunstein;1;8.390
05.07.22;#40794;Germany;Düsseldorf;Alaunstein;1;8.390
05.07.22;#40803;Germany;Hauneck;Alaunstein;1;8.390
05.07.22;#40808;Austria;Elsbethen;Alaunstein;1;8.320
05.07.22;#40857;Germany;Villingen Schwenningen;Alaunstein;1;8.390
05.07.22;#40871;Germany;Stutensee;Alaunstein;1;8.390
05.07.22;#40886;Germany;Kleve;Alaunstein;1;8.390
05.07.22;#40895;Germany;Rosbach;Alaunstein;1;8.380
06.07.22;#40908;Germany;Gondelsheim;Alaunstein;1;8.390
06.07.22;#40918;Germany;Stralsund;Alaunstein;1;8.380
06.07.22;#40919;Germany;Flöha;Alaunstein;1;8.390
06.07.22;#40932;Germany;Simmerath;Rasierhobel Solingen Stahl - Set;1;75.620
06.07.22;#40933;Germany;Berlin;Alaunstein;1;8.390
06.07.22;#40934;Germany;Aschersleben;Alaunstein;1;8.390
06.07.22;#40936;Germany;Zeven;Alaunstein;1;8.380
06.07.22;#40937;Germany;Freiburg;Alaunstein;1;8.380
06.07.22;#40998;Germany;Kleines Wiesental;Rasierhobel Solingen Stahl - Set;1;75.620
06.07.22;#41009;Germany;Rinteln;Rasierhobel Solingen Stahl - Set;1;75.620
06.07.22;#41023;Germany;Frankfurt;Alaunstein;1;8.390
06.07.22;#41034;Germany;Troisdorf;Alaunstein;1;8.380
06.07.22;#41063;Germany;Marburg;Alaunstein;1;8.390
07.07.22;#41065;Germany;Ingolstadt;Alaunstein;1;8.380
07.07.22;#41065;Germany;Ingolstadt;Rasierhobel Solingen Stahl - Set;1;75.620
07.07.22;#41077;Germany;Mühlacker;Alaunstein;1;8.390
07.07.22;#41136;Germany;Bexbach;Alaunstein;1;8.390
07.07.22;#41175;Germany;Weilheim Teck;Alaunstein;1;8.390
07.07.22;#41194;Germany;Metzingen;Alaunstein;1;8.390
07.07.22;#41207;Germany;Bonn;Alaunstein;1;8.390
07.07.22;#41208;Germany;Selm Cappenberg;Alaunstein;1;8.390
07.07.22;#41209;Germany;Planegg;Alaunstein;1;8.390
07.07.22;#41241;Germany;Kamenz;Alaunstein;1;8.390
07.07.22;#41247;Germany;Wuppertal;Alaunstein;1;8.390
08.07.22;#41267;Germany;Falkenberg;Alaunstein;1;8.380
08.07.22;#41277;Germany;Bochum;Alaunstein;1;8.390
08.07.22;#41287;Germany;Halle (Saale);Alaunstein;1;8.380
08.07.22;#41326;Germany;Bochum;Rasierhobel Solingen Stahl - Set;1;75.620
08.07.22;#41334;Germany;Bochum;Alaunstein;1;8.380
08.07.22;#41342;Germany;Gau Weinheim \;Alaunstein;1;8.390
08.07.22;#41365;Germany;Wuppertal;Alaunstein;1;8.380
08.07.22;#41375;Germany;Wangen Im Allgäu;Alaunstein;1;8.390
08.07.22;#41383;Germany;Aichhalden;Alaunstein;1;8.390
09.07.22;#41418;Germany;Schwaigern;Alaunstein;1;8.390
09.07.22;#41429;Germany;Werlte;Alaunstein;1;8.390
09.07.22;#41441;Germany;Nörten Hardenberg;Alaunstein;1;8.390
09.07.22;#41448;Germany;Weißbach;Alaunstein;1;8.390
09.07.22;#41455;Germany;Weinsheim;Alaunstein;1;8.390
09.07.22;#41464;Germany;Bickenbach;Alaunstein;1;8.390
09.07.22;#41489;Germany;Iserlohn;Alaunstein;1;8.380
09.07.22;#41490;Germany;St. Leon Rot;Alaunstein;1;8.390
09.07.22;#41506;Germany;Bienstädt;Alaunstein;1;8.390
09.07.22;#41512;Germany;Papenburg;Alaunstein;1;8.390
09.07.22;#41535;Germany;Essen;Rasierhobel Solingen Stahl - Set;1;75.620
09.07.22;#41536;Germany;Pöhl;Alaunstein;1;8.390
09.07.22;#41538;Germany;Kleines Wiesental;Alaunstein;1;8.380
09.07.22;#41567;Germany;Leipzig;Alaunstein;1;8.390
09.07.22;#41585;Germany;Bad Wimpfen;Alaunstein;1;8.380
09.07.22;#41593;Germany;Welzheim;Alaunstein;1;8.390
09.07.22;#41597;Germany;Worms;Alaunstein;1;8.390
10.07.22;#41617;Germany;Berchtesgaden;Alaunstein;1;8.390
10.07.22;#41636;Germany;Bühl;Alaunstein;1;8.390
10.07.22;#41657;Germany;Köln;Alaunstein;1;8.380
10.07.22;#41709;Germany;Wieden;Alaunstein;1;8.380
10.07.22;#41709;Germany;Wieden;Rasierhobel Solingen Stahl - Set;1;75.620
10.07.22;#41726;Germany;Viersen;Alaunstein;1;8.390
10.07.22;#41767;Germany;Monheim;Alaunstein;1;8.380
10.07.22;#41770;Germany;Leinfelden Echterdingen;Alaunstein;1;8.390
10.07.22;#41774;Germany;Bielefeld;Alaunstein;1;8.390
10.07.22;#41784;Germany;Contwig;Alaunstein;1;8.380
10.07.22;#41792;Germany;Nackenheim;Alaunstein;1;8.380
10.07.22;#41801;Germany;Süderbrarup;Rasierhobel Solingen Stahl - Set;1;75.620
10.07.22;#41834;Germany;Seevetal;Alaunstein;1;8.390
11.07.22;#41853;Germany;Münster;Alaunstein;1;8.380
11.07.22;#41878;Germany;Stockelsdorf;Rasierhobel Solingen Stahl - Set;1;75.620
11.07.22;#41878;Germany;Stockelsdorf;Alaunstein;1;8.390
11.07.22;#41889;Germany;Ohorn;Alaunstein;1;8.390
11.07.22;#41897;Germany;Eppertshausen;Alaunstein;1;8.390
11.07.22;#41938;Germany;Troisdorf;Alaunstein;1;8.390
11.07.22;#41984;Germany;Treffurt;Alaunstein;1;8.390
11.07.22;#41985;Germany;Halle (Saale);Alaunstein;1;8.390
11.07.22;#41988;Germany;Ibbenbüren;Alaunstein;1;8.390
11.07.22;#41996;Germany;Perl;Alaunstein;1;8.380
11.07.22;#42011;Germany;Uttenweiler;Alaunstein;1;8.390
11.07.22;#42022;Germany;Elterlein;Alaunstein;1;8.390
11.07.22;#42031;Germany;Offenbach;Rasierhobel Solingen Stahl - Set;1;75.620
11.07.22;#42046;Germany;Dortmund;Alaunstein;1;8.380
11.07.22;#42053;Germany;Hannover;Alaunstein;1;8.380
12.07.22;#42055;Germany;Erdmannhausen;Alaunstein;1;8.380
12.07.22;#42069;Germany;Mülheim;Alaunstein;1;8.390
12.07.22;#42084;Germany;Halle (Saale);Alaunstein;1;8.380
12.07.22;#42085;Germany;Büdingen;Alaunstein;1;8.390
12.07.22;#42180;Germany;Dußlingen;Alaunstein;1;8.390
12.07.22;#42190;Germany;Nebra;Alaunstein;1;9.990
12.07.22;#42196;Germany;Isernhagen;Alaunstein;1;8.390
12.07.22;#42222;Germany;Rostock;Alaunstein;1;8.380
12.07.22;#42241;Germany;Heilbad Heiligenstadt;Rasierhobel Solingen Stahl - Set;1;75.620
12.07.22;#42254;Germany;Büdelsdorf;Alaunstein;1;8.390
12.07.22;#42254;Germany;Büdelsdorf;Rasierhobel Solingen Stahl - Set;1;75.620
13.07.22;#42262;Germany;Ludwigshafen Am Rhein;Alaunstein;1;8.390
13.07.22;#42290;Germany;Berlin;Alaunstein;1;8.380
13.07.22;#42318;Germany;Meerbusch;Bartbalm Crusoe;1;21.000
13.07.22;#42321;Germany;Rostock;Bartbalm Crusoe;1;21.000
13.07.22;#42323;Germany;Karlsruhe;Bartbalm Crusoe;1;21.000
13.07.22;#42343;Germany;Berlin;Bartbalm Crusoe;1;21.000
13.07.22;#42360;Germany;Obertshausen;Bartbalm Crusoe;1;21.000
13.07.22;#42377;Germany;Schkeuditz;Alaunstein;1;8.390
13.07.22;#42411;Germany;Plaidt;Bartbalm Crusoe;2;42.000
13.07.22;#42413;Germany;Marienheide;Alaunstein;1;8.390
13.07.22;#42416;Germany;Konstanz;Bartbalm Crusoe;2;42.000
13.07.22;#42420;Germany;Georgensgmünd;Alaunstein;1;8.390
14.07.22;#42447;Germany;Nordhorn;Alaunstein;1;8.390
14.07.22;#42463;Germany;Gladbeck;Alaunstein;1;8.390
14.07.22;#42466;Germany;Karlsruhe;Bartbalm Crusoe;1;24.990
14.07.22;#42481;Germany;Haan;Bartbalm Crusoe;1;21.000
14.07.22;#42499;Germany;Eitensheim;Alaunstein;1;8.390
14.07.22;#42520;Germany;Velbert;Alaunstein;1;8.390
14.07.22;#42523;Germany;Warstein;Alaunstein;1;8.390
14.07.22;#42526;Germany;Nürnberg;Bartbalm Crusoe;1;21.000
14.07.22;#42527;Germany;Bad Rothenfelde;Alaunstein;1;8.390
14.07.22;#42533;Germany;Dieterskirch;Bartbalm Crusoe;1;21.000
14.07.22;#42545;Germany;Philippsburg;Alaunstein;1;8.390
14.07.22;#42548;Germany;Firrel;Alaunstein;1;8.390
14.07.22;#42562;Germany;Aachen;Bartbalm Crusoe;1;21.000
14.07.22;#42563;Germany;Bergkirchen;Alaunstein;1;8.390
14.07.22;#42576;Germany;Lichtenwald;Bartbalm Crusoe;1;21.000
15.07.22;#42590;Germany;Gahlenz;Alaunstein;1;8.380
15.07.22;#42593;Germany;Essen;Bartbalm Crusoe;3;63.000
15.07.22;#42600;Germany;Ingolstadt;Bartbalm Crusoe;1;21.000
15.07.22;#42601;Germany;Sylt;Alaunstein;1;8.390
15.07.22;#42636;Germany;Nürnberg;Alaunstein;1;8.390
15.07.22;#42667;Germany;Seedorf;Alaunstein;1;8.390
15.07.22;#42668;Germany;Neu Wulmstorf;Bartbalm Crusoe;1;21.000
15.07.22;#42677;Germany;Landstuhl;Alaunstein;2;16.790
16.07.22;#42695;Germany;Karlsruhe;Alaunstein;1;8.390
16.07.22;#42703;Germany;Ahnatal;Bartbalm Crusoe;1;21.000
16.07.22;#42708;Germany;Voerde;Alaunstein;1;8.390
16.07.22;#42737;Germany;Gelsenkirchen;Alaunstein;1;8.390
16.07.22;#42739;Germany;Kurort Seiffen;Alaunstein;1;8.390
16.07.22;#42776;Germany;Berlin;Alaunstein;1;8.390
16.07.22;#42790;Austria;Wien;Alaunstein;1;8.320
17.07.22;#42844;Germany;Karlstein;Alaunstein;1;8.390
17.07.22;#42844;Germany;Karlstein;Bartbalm Crusoe;1;21.000
17.07.22;#42851;Germany;Karlsruhe;Rasierhobel Solingen Stahl - Set;1;75.620
17.07.22;#42861;Germany;Mühlheim;Alaunstein;1;8.390
17.07.22;#42875;Germany;Gangelt;Alaunstein;1;8.390
17.07.22;#42882;Germany;Leutershausen;Alaunstein;1;8.380
17.07.22;#42930;Germany;Buchholz In Der Nordheide;Alaunstein;1;8.390
18.07.22;#42949;Germany;Baiersdorf;Bartbalm Crusoe;1;21.000
18.07.22;#42986;Germany;Königs Wusterhausen;Bartbalm Crusoe;1;21.000
18.07.22;#42990;Germany;Heiden;Alaunstein;1;8.390
18.07.22;#42994;Germany;Edemissen;Bartbalm Crusoe;1;21.000
18.07.22;#43000;Germany;Neuss;Rasierhobel Solingen Stahl - Set;1;75.620
18.07.22;#43002;Germany;Braunschweig;Alaunstein;1;8.380
18.07.22;#43049;Germany;Rheinbreitbach;Alaunstein;2;16.790
18.07.22;#43055;Germany;Ludwigsfelde;Alaunstein;1;8.390
18.07.22;#43067;Germany;Greifswald;Alaunstein;1;8.390
18.07.22;#43071;Germany;Dorsten;Alaunstein;1;8.390
18.07.22;#43076;Germany;Kutenholz;Bartbalm Crusoe;1;21.000
19.07.22;#43085;Germany;Eltville;Alaunstein;1;8.390
19.07.22;#43110;Germany;Quickborn;Alaunstein;1;8.390
19.07.22;#43114;Germany;Karlsruhe;Bartbalm Crusoe;1;24.990
19.07.22;#43117;Germany;Karlsruhe;Alaunstein;1;9.990
19.07.22;#43126;Germany;Freiburg;Alaunstein;1;8.390
19.07.22;#43141;Germany;Wüllersleben;Bartbalm Crusoe;1;21.000
19.07.22;#43192;Germany;Rostock;Bartbalm Crusoe;2;42.000
19.07.22;#43226;Germany;Wermsdorf;Bartbalm Crusoe;1;21.000
20.07.22;#43240;Germany;Dorsten;Alaunstein;1;8.390
20.07.22;#43244;Germany;Bobingen;Rasierhobel Solingen Stahl - Set;1;75.620
20.07.22;#43264;Germany;Ludwigsburg;Alaunstein;1;8.390
20.07.22;#43269;Germany;Pullach;Alaunstein;1;8.390
20.07.22;#43279;Germany;Dorfen;Alaunstein;1;8.390
20.07.22;#43288;Germany;Thalheim;Alaunstein;1;8.390
20.07.22;#43292;Germany;Schmelz;Bartbalm Crusoe;1;21.000
20.07.22;#43295;Germany;Karlsruhe;Alaunstein;1;9.990
21.07.22;#43302;Germany;Hannover;Rasierhobel Solingen Stahl - Set;1;75.620
21.07.22;#43322;Germany;Fröndenberg;Alaunstein;1;8.390
21.07.22;#43331;Germany;Gilching;Rasierhobel Solingen Stahl - Set;1;75.610
21.07.22;#43331;Germany;Gilching;Alaunstein;1;8.380
21.07.22;#43346;Germany;Rheinbreitbach;Alaunstein;1;8.390
21.07.22;#43352;Germany;Mannweiler Cölln;Alaunstein;1;9.990
21.07.22;#43355;Germany;Mülheim An Der Ruhr;Alaunstein;1;9.990
22.07.22;#43375;Germany;Berlin;Bartbalm Crusoe;1;21.000
22.07.22;#43376;Germany;Karlsruhe;Alaunstein;1;8.390
22.07.22;#43377;Germany;Kempten;Alaunstein;1;8.390
22.07.22;#43394;Germany;Lünen;Alaunstein;1;8.390
23.07.22;#43412;Germany;Burgthann;Alaunstein;1;8.390
23.07.22;#43450;Germany;Aichtal;Alaunstein;1;8.390
23.07.22;#43453;Germany;Moringen;Alaunstein;1;8.390
23.07.22;#43457;Germany;Altenstadt;Bartbalm Crusoe;1;21.000
23.07.22;#43457;Germany;Altenstadt;Alaunstein;2;16.790
23.07.22;#43459;Germany;Tangstedt;Alaunstein;2;16.790
23.07.22;#43461;Germany;Krefeld;Rasierhobel Solingen Stahl - Set;1;75.620
23.07.22;#43469;Germany;Lengede;Alaunstein;1;8.390
24.07.22;#43487;Germany;Leipzig;Alaunstein;1;8.390
24.07.22;#43490;Austria;Linz;Alaunstein;1;8.320
24.07.22;#43502;Germany;Heidelberg;Alaunstein;1;8.390
24.07.22;#43505;Germany;Riedstadt;Alaunstein;1;8.390
24.07.22;#43512;Germany;Bremen;Alaunstein;1;8.390
24.07.22;#43517;Germany;Saarbrücken;Bartbalm Crusoe;1;21.000
24.07.22;#43519;Germany;Köln;Alaunstein;1;8.390
24.07.22;#43526;Germany;Essen;Alaunstein;1;8.390
24.07.22;#43544;Germany;Velbert;Alaunstein;1;8.390
24.07.22;#43545;Germany;Altenholz;Alaunstein;1;8.390
24.07.22;#43564;Germany;Siegen;Alaunstein;1;8.380
24.07.22;#43566;Germany;Neumünster;Alaunstein;1;8.390
25.07.22;#43570;Germany;Frankfurt Am Main;Alaunstein;1;8.390
25.07.22;#43571;Germany;Chieming;Alaunstein;1;8.390
25.07.22;#43596;Austria;Drumling;Alaunstein;1;8.320
25.07.22;#43599;Germany;Essen;Alaunstein;1;8.390
25.07.22;#43645;Germany;Gaimersheim;Alaunstein;1;8.390
25.07.22;#43663;Germany;Trier;Alaunstein;1;8.390
26.07.22;#43665;Germany;Ottersberg;Alaunstein;1;8.390
26.07.22;#43670;Germany;Essen;Alaunstein;1;8.380
26.07.22;#43671;Germany;Grönwohld;Alaunstein;1;8.380
26.07.22;#43689;Germany;Gütersloh;Rasierhobel Solingen Stahl - Set;1;75.620
26.07.22;#43699;Germany;Kaiserslautern;Alaunstein;1;8.390
26.07.22;#43719;Germany;Ingelheim Am Rhein;Alaunstein;1;8.390
26.07.22;#43729;Germany;Impfingen;Alaunstein;1;8.380
26.07.22;#43740;Germany;Duisburg;Alaunstein;1;8.380
27.07.22;#43788;Germany;Pförring;Bartbalm Crusoe;1;21.000
27.07.22;#43791;Germany;Gedern/Ober Seemen;Alaunstein;1;8.390
27.07.22;#43794;Germany;Tamm;Alaunstein;1;8.380
27.07.22;#43796;Germany;Berlin;Bartbalm Crusoe;1;21.000
28.07.22;#43818;Germany;Brandenburg An Der Havel;Bartbalm Crusoe;1;21.000
28.07.22;#43842;Germany;Schwabach;Alaunstein;1;8.380
28.07.22;#43851;Germany;Wadgassen;Alaunstein;1;8.380
29.07.22;#43871;Germany;Aachen;Alaunstein;1;8.390
29.07.22;#43872;Germany;Wehr;Alaunstein;1;8.380
29.07.22;#43883;Germany;Tangstedt;Bartbalm Crusoe;1;21.000
29.07.22;#43890;Germany;Dortmund;Alaunstein;1;8.390
29.07.22;#43897;Germany;München;Rasierhobel Solingen Stahl - Set;1;75.620
29.07.22;#43899;Germany;Floß;Alaunstein;1;8.390
29.07.22;#43900;Germany;Merching;Alaunstein;1;8.380
29.07.22;#43916;Germany;Kirchheim;Alaunstein;1;8.390
29.07.22;#43920;Germany;Ebensfeld;Bartbalm Crusoe;1;21.000
29.07.22;#43926;Germany;Dinslaken;Alaunstein;1;8.390
30.07.22;#43960;Germany;Burg Stargard;Alaunstein;1;8.390
30.07.22;#43979;Germany;Osterby;Alaunstein;1;8.390
30.07.22;#43983;Germany;München;Alaunstein;1;8.390
30.07.22;#43993;Germany;Neukloster;Bartbalm Crusoe;1;21.000
30.07.22;#43995;Germany;Zeil;Alaunstein;1;8.390
30.07.22;#44001;Germany;Braunschweig;Alaunstein;1;8.390
31.07.22;#44009;Germany;Hagenbach;Bartbalm Crusoe;1;21.000
31.07.22;#44026;Germany;Hochdorf;Alaunstein;1;8.390
31.07.22;#44030;Germany;Eltville Martinsthal;Alaunstein;1;8.380
31.07.22;#44034;Germany;Aken;Alaunstein;1;8.380
31.07.22;#44050;Germany;Peine;Alaunstein;1;8.390
31.07.22;#44064;Germany;Ebeleben;Bartbalm Crusoe;1;21.000
31.07.22;#44071;Germany;Hameln;Alaunstein;1;8.390
31.07.22;#44084;Germany;Gaimersheim;Alaunstein;1;8.390
01.08.22;#44109;Germany;Kyffhäuserland;Alaunstein;1;8.390
01.08.22;#44113;Germany;Hennigsdorf;Alaunstein;1;8.390
01.08.22;#44119;Germany;Bobingen;Rasierhobel Solingen Stahl - Set;1;75.620
01.08.22;#44143;Germany;Kleinmachnow;Rasierhobel Solingen Stahl - Set;1;75.620
01.08.22;#44143;Germany;Kleinmachnow;Bartbalm Crusoe;1;21.000
01.08.22;#44154;Germany;Düsseldorf;Alaunstein;1;8.390
01.08.22;#44167;Germany;Sankt Augustin;Alaunstein;1;8.380
01.08.22;#44172;Germany;Weilheim An Der Teck;Alaunstein;1;8.380
02.08.22;#44195;Germany;Friedrichshafen;Bartbalm Crusoe;1;21.000
02.08.22;#44216;Germany;Bochum;Alaunstein;1;8.380
02.08.22;#44235;Germany;Friedberg;Alaunstein;1;8.380
03.08.22;#44278;Germany;Visselhövede;Alaunstein;1;8.390
03.08.22;#44314;Germany;Godendorf;Alaunstein;1;8.380
03.08.22;#44334;Germany;Velbert;Alaunstein;1;8.390
03.08.22;#44350;Germany;Kalbach;Bartbalm Crusoe;1;21.000
04.08.22;#44361;Germany;Amstetten;Bartbalm Crusoe;1;21.000
04.08.22;#44365;Germany;Baumholder;Alaunstein;1;8.390
04.08.22;#44379;Germany;Garmisch Partenkirchen;Alaunstein;1;8.390
04.08.22;#44381;Germany;Altfraunhofen;Alaunstein;1;8.390
04.08.22;#44383;Germany;Weimar;Alaunstein;1;8.380
04.08.22;#44407;Germany;Brilon;Alaunstein;1;8.390
04.08.22;#44418;Germany;Ilsede;Alaunstein;1;8.390
05.08.22;#44453;Germany;Karlsruhe;Alaunstein;1;8.380
05.08.22;#44463;Germany;Kerpen;Rasierhobel Solingen Stahl - Set;1;75.610
06.08.22;#44485;Germany;Techau;Alaunstein;1;8.390
06.08.22;#44486;Germany;Oelde;Alaunstein;1;8.390
06.08.22;#44494;Germany;Bergheim;Alaunstein;1;8.390
06.08.22;#44495;Germany;Köln;Alaunstein;1;8.390
06.08.22;#44496;Germany;Zwickau;Alaunstein;1;8.380
06.08.22;#44499;Germany;Sinntal;Alaunstein;1;8.390
06.08.22;#44517;Germany;Kisdorf;Alaunstein;1;8.390
06.08.22;#44523;Germany;Bergen;Alaunstein;1;8.390
06.08.22;#44534;Germany;Eitorf;Alaunstein;1;8.390
07.08.22;#44560;Germany;Ebersberg;Alaunstein;1;8.380
07.08.22;#44564;Germany;Waldkirch;Alaunstein;1;8.380
07.08.22;#44574;Germany;Moers;Alaunstein;1;8.390
07.08.22;#44579;Germany;Bocholt;Alaunstein;1;8.390
07.08.22;#44586;Germany;Rosenheim;Rasierhobel Solingen Stahl - Set;1;75.620
07.08.22;#44593;Germany;Remptendorf;Bartbalm Crusoe;1;21.000
07.08.22;#44612;Germany;Coburg;Alaunstein;1;8.390
07.08.22;#44614;Germany;Aerzen;Alaunstein;1;8.390
07.08.22;#44631;Austria;Gablitz;Alaunstein;2;16.650
07.08.22;#44633;Germany;Ravensburg;Alaunstein;1;8.390
08.08.22;#44635;Germany;Hamm;Alaunstein;1;9.990
08.08.22;#44669;Germany;Vielitzsee Ot Seebeck;Rasierhobel Solingen Stahl - Set;1;75.620
08.08.22;#44674;Germany;Reutlingen;Alaunstein;1;8.390
08.08.22;#44678;Germany;Hofheim Am Taunus;Bartbalm Crusoe;1;21.000
08.08.22;#44683;Germany;Berlin;Alaunstein;1;8.390
08.08.22;#44687;Germany;Herdecke;Alaunstein;1;8.390
08.08.22;#44688;Germany;Wackersberg;Alaunstein;2;16.790
08.08.22;#44700;Germany;Flein;Alaunstein;1;8.390
09.08.22;#44735;Germany;Friedrichshafen;Alaunstein;1;8.390
09.08.22;#44744;Germany;Dortmund;Alaunstein;1;8.380
09.08.22;#44745;Germany;Claußnitz Ot Diethensdorf;Alaunstein;2;16.790
09.08.22;#44754;Germany;Gaildorf;Alaunstein;1;8.390
09.08.22;#44761;Germany;Berlin;Alaunstein;1;8.380
09.08.22;#44763;Germany;Leipzig;Alaunstein;1;8.390
09.08.22;#44770;Germany;Schenefeld;Alaunstein;1;8.390
09.08.22;#44775;Germany;Berlin;Alaunstein;1;8.380
09.08.22;#44777;Germany;Neuss;Bartbalm Crusoe;1;21.000
09.08.22;#44778;Germany;Pfullingen;Bartbalm Crusoe;1;21.000
10.08.22;#44786;Germany;Schelklingen;Alaunstein;1;8.390
10.08.22;#44789;Germany;Halle;Bartbalm Crusoe;1;21.000
10.08.22;#44789;Germany;Halle;Alaunstein;1;8.390
10.08.22;#44795;Germany;Weißenburg;Alaunstein;1;8.380
10.08.22;#44808;Germany;Winsen (Luhe);Alaunstein;2;16.790
10.08.22;#44812;Germany;Wiesbaden;Alaunstein;1;8.380
10.08.22;#44816;Germany;Oberkrämer;Alaunstein;1;8.390
10.08.22;#44827;Germany;Viersen;Bartbalm Crusoe;1;21.000
10.08.22;#44830;Germany;Stepenitztal;Rasierhobel Solingen Stahl - Set;1;75.620
10.08.22;#44843;Germany;Kemnath;Alaunstein;1;8.390
11.08.22;#44862;Germany;Lauingen;Alaunstein;1;8.390
11.08.22;#44869;Germany;Meschede Freienohl;Alaunstein;1;8.390
11.08.22;#44873;Germany;Fronreute;Alaunstein;1;8.380
11.08.22;#44874;Germany;Niedertaufkirchen;Bartbalm Crusoe;1;21.000
11.08.22;#44903;Germany;München;Alaunstein;1;8.390
12.08.22;#44930;Germany;Marienberg;Rasierhobel Solingen Stahl - Set;1;75.620
12.08.22;#44933;Germany;Berlin;Alaunstein;1;8.390
12.08.22;#44935;Germany;Uedem;Alaunstein;2;16.790
12.08.22;#44956;Germany;Fürstenzell;Alaunstein;1;8.380
12.08.22;#44958;Germany;Ingolstadt;Alaunstein;1;8.380
12.08.22;#44960;Germany;Wuppertal;Alaunstein;1;8.390
12.08.22;#44961;Germany;Ellerbek;Alaunstein;1;8.390
12.08.22;#44970;Germany;Duisburg;Alaunstein;2;16.790
12.08.22;#44978;Germany;Neukirchen Vluyn;Alaunstein;1;8.390
13.08.22;#44979;Austria;Wien;Alaunstein;1;8.320
13.08.22;#45000;Germany;Isny;Alaunstein;1;8.380
13.08.22;#45007;Germany;Sarstedt;Bartbalm Crusoe;1;21.000
13.08.22;#45007;Germany;Sarstedt;Alaunstein;1;8.390
13.08.22;#45010;Germany;Senftenberg;Alaunstein;1;8.390
14.08.22;#45025;Germany;Plattling;Alaunstein;1;8.390
14.08.22;#45028;Germany;Ansbach;Alaunstein;1;8.380
14.08.22;#45029;Germany;Eilenburg;Alaunstein;1;8.390
14.08.22;#45034;Austria;Elsbethen;Bartbalm Crusoe;1;20.820
14.08.22;#45073;Italy;Kiens/Ehrenburg;Alaunstein;1;8.190
14.08.22;#45075;Germany;Lenningen;Alaunstein;1;8.380
15.08.22;#45143;Germany;Wernau;Alaunstein;1;8.390
15.08.22;#45146;Germany;Eching;Alaunstein;1;8.380
15.08.22;#45154;Germany;Saarbrücken;Alaunstein;1;8.390
15.08.22;#45162;Germany;Brodenbach;Alaunstein;1;8.390
15.08.22;#45165;Germany;Uelzen;Alaunstein;1;8.390
15.08.22;#45164;Germany;Munster;Alaunstein;1;8.390
15.08.22;#45168;Germany;Eltville Am Rhein;Bartbalm Crusoe;1;21.000
15.08.22;#45172;Germany;Velen;Alaunstein;1;8.390
15.08.22;#45176;Germany;Berlin;Alaunstein;1;8.390
15.08.22;#45183;Germany;Neuss;Bartbalm Crusoe;1;21.000
16.08.22;#45191;Germany;Augsburg;Bartbalm Crusoe;1;21.000
16.08.22;#45199;Germany;Kirchanschöring;Alaunstein;1;8.390
16.08.22;#45213;Germany;Manching;Bartbalm Crusoe;1;21.000
16.08.22;#45214;Germany;Memmingen;Rasierhobel Solingen Stahl - Set;1;75.620
16.08.22;#45228;Germany;Roßbrunn;Alaunstein;1;8.390
16.08.22;#45233;Austria;Wien;Alaunstein;2;16.650
17.08.22;#45260;Germany;Bonn;Alaunstein;1;8.380
17.08.22;#45274;Germany;Kirchheim Unter Teck;Alaunstein;1;8.390
17.08.22;#45281;Germany;Wiesbaden;Rasierhobel Solingen Stahl - Set;1;75.620
17.08.22;#45282;Germany;Frankfurt Am Main;Alaunstein;1;8.390
17.08.22;#45287;Germany;Naumburg;Alaunstein;1;8.380
17.08.22;#45287;Germany;Naumburg;Rasierhobel Solingen Stahl - Set;1;75.620
17.08.22;#45294;Germany;Peine;Alaunstein;1;8.390
17.08.22;#45294;Germany;Peine;Bartbalm Crusoe;1;21.000
17.08.22;#45300;Germany;Utting Am Ammersee;Alaunstein;1;8.390
17.08.22;#45304;Germany;Leegebruch;Alaunstein;1;8.390
18.08.22;#45337;Germany;Bingen;Alaunstein;1;8.390
18.08.22;#45348;Germany;Remshalden;Alaunstein;1;8.380
18.08.22;#45358;Germany;Bruchweiler Bärenbach;Alaunstein;1;8.390
18.08.22;#45365;Germany;Haigerloch;Alaunstein;1;8.390
18.08.22;#45372;Germany;Erbendorf;Alaunstein;1;8.390
19.08.22;#45384;Germany;Bad Camberg;Bartbalm Crusoe;2;42.000
19.08.22;#45386;Germany;Kirchzell;Bartbalm Crusoe;1;21.000
19.08.22;#45418;Germany;Homburg;Bartbalm Crusoe;1;21.000
19.08.22;#45425;Germany;Zülpich;Alaunstein;1;8.390
19.08.22;#45429;Germany;Neukieritzsch;Alaunstein;1;8.390
20.08.22;#45465;Germany;Ahnatal;Alaunstein;1;8.390
20.08.22;#45468;Germany;Bremen;Alaunstein;1;8.380
20.08.22;#45476;Germany;Hoyerswerda;Alaunstein;1;8.390
20.08.22;#45481;Germany;Schönefeld;Bartbalm Crusoe;1;21.000
20.08.22;#45485;Germany;Flensburg;Alaunstein;1;8.390
20.08.22;#45490;Germany;Parkstein;Alaunstein;1;8.380
21.08.22;#45503;Germany;Inchenhofen;Alaunstein;1;8.380
