Datum;Bestellung;Versand Land;Versandort;Produkt;Nettomenge;Bruttoumsatz
10.12.21;#23496;Austria;Weikendorf;Alaunstein;1;8.320
10.12.21;#23503;Germany;Nürnberg;Alaunstein;1;8.390
10.12.21;#23506;Germany;Urbach , Rems;Alaunstein;1;8.390
10.12.21;#23509;Germany;München;Alaunstein;1;8.390
10.12.21;#23510;Germany;Kaufbeuren;Alaunstein;1;8.390
11.12.21;#23521;Germany;Lichtenstein;Alaunstein;1;8.390
11.12.21;#23534;Germany;Wachtberg;Alaunstein;1;8.390
11.12.21;#23539;Germany;Ot Burg Auf Fehmarn;Alaunstein;1;8.390
11.12.21;#23564;Germany;Sankt Martin;Bartbalm Crusoe;1;21.000
11.12.21;#23570;Germany;Holzwickede;Alaunstein;1;8.390
11.12.21;#23572;Austria;Asperhofen;Bartbalm Crusoe;1;20.820
12.12.21;#23607;Germany;Bedburg;Alaunstein;1;8.390
12.12.21;#23610;Austria;Inzing;Bartbalm Crusoe;1;20.820
12.12.21;#23619;Germany;Dransfeld;Alaunstein;1;8.380
12.12.21;#23620;Germany;Köln;Alaunstein;1;8.380
12.12.21;#23646;Germany;München;Alaunstein;1;8.390
12.12.21;#23655;Germany;Waiblingen;Bartbalm Crusoe;1;21.000
12.12.21;#23659;Germany;Oldenburg;Alaunstein;1;8.390
12.12.21;#23670;Germany;Lauterbach;Alaunstein;1;8.390
12.12.21;#23685;Germany;Dülmen;Alaunstein;1;8.390
13.12.21;#23719;Germany;Blaubeuren Asch;Alaunstein;1;8.390
13.12.21;#23734;Germany;Zernien;Bartbalm Crusoe;1;21.000
13.12.21;#23735;Germany;Butzbach;Alaunstein;1;8.390
13.12.21;#23742;Germany;Krefeld;Alaunstein;1;8.390
13.12.21;#23746;Germany;Bergheim;Alaunstein;1;8.380
13.12.21;#23762;Germany;Bernried;Alaunstein;1;8.390
13.12.21;#23774;Germany;Kellinghusen;Alaunstein;1;8.390
13.12.21;#23786;Germany;Scheuring;Alaunstein;1;8.380
13.12.21;#23787;Germany;Ulm;Alaunstein;1;8.380
14.12.21;#23793;Germany;Münster;Alaunstein;1;8.390
14.12.21;#23801;Germany;Stuttgart;Alaunstein;1;8.390
14.12.21;#23816;Germany;Dortmund;Bartbalm Crusoe;1;21.000
14.12.21;#23819;Germany;Ellerau;Alaunstein;1;8.390
14.12.21;#23825;Germany;Immendingen;Alaunstein;1;8.380
14.12.21;#23830;Germany;Wellendingen;Alaunstein;1;8.390
14.12.21;#23841;Austria;Pötting;Rasierhobel Solingen Stahl - Set;1;91.660
14.12.21;#23846;Germany;Niederrieden;Bartbalm Crusoe;1;21.000
14.12.21;#23848;Germany;Karlsruhe;Alaunstein;1;8.390
14.12.21;#23851;Germany;Bottrop;Alaunstein;1;8.390
14.12.21;#23863;Germany;Verl;Alaunstein;1;8.390
14.12.21;#23878;Germany;Dargun;Alaunstein;2;16.790
14.12.21;#23881;Germany;Frankfurt Am Main;Alaunstein;1;8.390
15.12.21;#23933;Germany;Ahlen;Alaunstein;1;8.380
15.12.21;#23939;Germany;Dresden;Alaunstein;1;8.390
15.12.21;#23946;Germany;Düsseldorf;Alaunstein;1;8.380
15.12.21;#23952;Austria;Sittersdorf;Alaunstein;2;16.650
16.12.21;#23981;Germany;Pritzwalk;Alaunstein;1;8.390
16.12.21;#23983;Germany;Gröbenzell;Alaunstein;1;8.390
16.12.21;#24004;Germany;Schlangenbad;Alaunstein;1;8.380
16.12.21;#24009;Germany;Kleinfahner;Alaunstein;1;8.390
16.12.21;#24017;Germany;Erlangen;Alaunstein;1;8.390
16.12.21;#24018;Germany;Frankfurt Am Main;Alaunstein;1;8.390
16.12.21;#24022;Germany;Trier;Alaunstein;1;8.390
16.12.21;#24028;Germany;Heusweiler;Alaunstein;1;8.390
16.12.21;#24050;Germany;Herrngiersdorf;Alaunstein;1;8.390
17.12.21;#24089;Germany;Leipzig;Alaunstein;1;8.390
17.12.21;#24105;Germany;Laubach;Alaunstein;1;8.380
17.12.21;#24106;Germany;Freiberg Am Neckar;Alaunstein;1;8.380
17.12.21;#24134;Germany;Rodewisch;Alaunstein;1;8.390
17.12.21;#24142;Germany;Lößnitz;Alaunstein;1;8.390
17.12.21;#24146;Germany;Kerpen;Alaunstein;1;8.390
18.12.21;#24162;Germany;Bonn;Alaunstein;1;8.390
18.12.21;#24164;Germany;Krefeld;Alaunstein;2;16.790
18.12.21;#24164;Germany;Krefeld;Rasierhobel Solingen Stahl - Set;1;92.430
18.12.21;#24170;Germany;Perl;Alaunstein;1;8.390
18.12.21;#24172;Germany;Neulingen;Alaunstein;1;8.390
18.12.21;#24185;Germany;Drei Gleichen / Ot Grabsleben;Alaunstein;1;8.390
18.12.21;#24207;Germany;Gifhorn;Alaunstein;1;8.390
18.12.21;#24208;Germany;Bielefeld;Alaunstein;1;8.390
18.12.21;#24209;Germany;Reutlingen Betzingen;Alaunstein;1;8.390
18.12.21;#24222;Germany;Bergisch Gladbach;Alaunstein;1;8.390
18.12.21;#24224;Germany;Dresden;Alaunstein;1;8.390
18.12.21;#24228;Germany;Lüdinghausen;Bartbalm Crusoe;1;21.000
19.12.21;#24239;Germany;Pankelow;Alaunstein;1;8.390
19.12.21;#24261;Germany;Überlingen;Alaunstein;1;8.380
19.12.21;#24265;Germany;Ludwigshafen Am Rhein;Alaunstein;1;8.390
19.12.21;#24267;Germany;Bocholt;Alaunstein;1;8.390
19.12.21;#24269;Germany;Leuna;Alaunstein;1;8.390
19.12.21;#24273;Germany;Altötting;Alaunstein;1;8.390
19.12.21;#24278;Germany;Düren;Alaunstein;1;8.380
19.12.21;#24280;Germany;Münster;Alaunstein;3;29.970
19.12.21;#24283;Germany;Poppenhausen (Wasserkuppe);Alaunstein;1;8.390
19.12.21;#24288;Germany;Haren;Alaunstein;1;8.390
19.12.21;#24297;Germany;Büren;Alaunstein;3;25.180
19.12.21;#24300;Germany;Nürnberg;Alaunstein;1;8.380
20.12.21;#24302;Germany;Potsdam;Rasierhobel Solingen Stahl - Set;1;92.430
20.12.21;#24308;Germany;Köln;Alaunstein;1;8.380
20.12.21;#24329;Germany;Bochum;Alaunstein;1;8.390
20.12.21;#24344;Germany;Ibbenbüren;Bartbalm Crusoe;1;21.000
20.12.21;#24351;Germany;Jatznick Ortsteil Blumenhagen;Bartbalm Crusoe;1;21.000
21.12.21;#24371;Germany;Saarlouis Lisdorf;Bartbalm Crusoe;1;21.000
24.12.21;#24465;Germany;Koblenz;Alaunstein;1;8.390
24.12.21;#24473;Germany;Stemmen;Bartbalm Crusoe;1;21.000
24.12.21;#24474;Germany;Nürnberg;Alaunstein;1;8.390
24.12.21;#24475;Germany;Münster;Alaunstein;1;8.390
25.12.21;#24478;Germany;Jüchen;Alaunstein;1;8.390
25.12.21;#24482;Germany;Stuttgart;Alaunstein;1;8.390
25.12.21;#24484;Germany;Bruckmühl;Alaunstein;1;8.390
25.12.21;#24486;Germany;Klingenberg;Alaunstein;1;8.390
25.12.21;#24497;Germany;Schöningen;Bartbalm Crusoe;1;21.000
25.12.21;#24498;Germany;Angermünde;Alaunstein;1;8.380
25.12.21;#24508;Germany;Zimmern Ob Rottweil;Alaunstein;1;8.390
25.12.21;#24509;Germany;Augsburg;Alaunstein;1;8.380
26.12.21;#24518;Germany;Langensendelbach;Alaunstein;1;8.380
26.12.21;#24521;Austria;Weigelsdorf;Alaunstein;1;8.320
26.12.21;#24537;Germany;Alt Ruppin;Alaunstein;1;8.390
26.12.21;#24540;Germany;Bad Schwartau;Alaunstein;1;8.390
26.12.21;#24548;Austria;Neuzeug;Bartbalm Crusoe;1;20.820
27.12.21;#24558;Germany;Tiefenbach;Alaunstein;1;8.390
27.12.21;#24569;Germany;Geislingen An Der Steige;Alaunstein;1;8.390
27.12.21;#24570;Germany;Xanten;Alaunstein;1;8.390
27.12.21;#24575;Germany;Wadersloh;Alaunstein;1;8.390
27.12.21;#24576;Germany;Gielde;Alaunstein;1;8.390
27.12.21;#24580;Germany;Reutlingen;Alaunstein;1;8.380
27.12.21;#24584;Germany;Köfering;Alaunstein;1;8.390
28.12.21;#24595;Germany;Dresden;Alaunstein;1;8.380
28.12.21;#24596;Germany;Aalen (Württemberg);Alaunstein;1;8.390
28.12.21;#24600;Germany;Frankfurt;Alaunstein;1;8.390
28.12.21;#24602;Germany;Zell;Bartbalm Crusoe;1;21.000
28.12.21;#24608;Germany;Gilching;Rasierhobel Solingen Stahl - Set;1;92.430
28.12.21;#24609;Germany;Burgbrohl;Alaunstein;1;8.390
29.12.21;#24627;Germany;Sömmerda;Bartbalm Crusoe;1;21.000
29.12.21;#24648;Germany;Eching;Alaunstein;1;8.390
29.12.21;#24650;Germany;Frankenthal;Alaunstein;1;8.390
30.12.21;#24658;Germany;Kirchseelte;Bartbalm Crusoe;1;21.000
30.12.21;#24659;Germany;Schmölln;Alaunstein;1;8.390
30.12.21;#24672;Germany;Berglen;Alaunstein;1;8.390
30.12.21;#24695;Germany;Berlin;Bartbalm Crusoe;1;21.000
30.12.21;#24697;Germany;Munster;Alaunstein;1;8.390
31.12.21;#24739;Germany;Üttfeld;Alaunstein;1;8.390
31.12.21;#24748;Germany;Reutlingen;Rasierhobel Solingen Stahl - Set;1;92.430
31.12.21;#24753;Germany;Hattstedtermarsch;Alaunstein;1;8.390
31.12.21;#24785;Germany;Büchlberg;Bartbalm Crusoe;1;21.000
31.12.21;#24811;Germany;Westhausen;Alaunstein;1;8.390
31.12.21;#24817;Germany;Memmingen;Alaunstein;1;8.390
31.12.21;#24820;Germany;Kempfeld;Alaunstein;1;8.390
01.01.22;#24839;Germany;Pforzheim;Bartbalm Crusoe;1;21.000
01.01.22;#24840;Germany;Siegelsbach;Alaunstein;1;8.390
01.01.22;#24850;Germany;Meppen;Alaunstein;1;8.390
01.01.22;#24855;Germany;Tapfheim;Alaunstein;1;8.390
01.01.22;#24864;Germany;Dresden;Alaunstein;1;8.390
02.01.22;#24875;Germany;Immenstadt;Rasierhobel Solingen Stahl - Set;1;92.420
02.01.22;#24876;Germany;Bargteheide;Alaunstein;1;8.390
02.01.22;#24881;Germany;Schömberg;Alaunstein;1;8.390
02.01.22;#24886;Germany;Bielefeld;Alaunstein;1;8.390
02.01.22;#24887;Germany;Germersheim;Alaunstein;2;16.790
02.01.22;#24893;Germany;Crimmitschau;Alaunstein;1;8.390
02.01.22;#24897;Germany;Berlin;Alaunstein;1;8.390
03.01.22;#24900;Germany;Kiel;Alaunstein;1;8.390
03.01.22;#24901;Germany;Torgau;Rasierhobel Solingen Stahl - Set;1;92.430
03.01.22;#24904;Germany;Bendorf;Alaunstein;1;8.390
03.01.22;#24924;Germany;Berlin;Alaunstein;1;8.390
03.01.22;#24925;Germany;Hermsdorf;Alaunstein;2;16.790
03.01.22;#24926;Germany;Werne;Alaunstein;1;8.390
05.01.22;#24988;Germany;Polling;Alaunstein;1;8.390
06.01.22;#25007;Germany;Geilenkirchen;Bartbalm Crusoe;1;21.000
06.01.22;#25007;Germany;Geilenkirchen;Alaunstein;1;8.390
06.01.22;#25018;Germany;Dingolfing;Alaunstein;1;8.390
06.01.22;#25021;Germany;Freiberg;Alaunstein;1;8.390
06.01.22;#25023;Germany;Fuerth;Alaunstein;1;8.390
06.01.22;#25026;Germany;Münster;Alaunstein;1;8.390
06.01.22;#25031;Austria;Matrei Am Brenner;Alaunstein;1;8.320
06.01.22;#25035;Germany;Ratingen;Alaunstein;1;8.390
06.01.22;#25037;Germany;Grabenstätt;Bartbalm Crusoe;1;21.000
06.01.22;#25038;Germany;Bielefeld;Alaunstein;1;8.390
06.01.22;#25039;Germany;Bischofsheim;Bartbalm Crusoe;1;21.000
06.01.22;#25039;Germany;Bischofsheim;Alaunstein;1;8.390
06.01.22;#25040;Germany;Polling;Alaunstein;1;8.390
06.01.22;#25040;Germany;Polling;Rasierhobel Solingen Stahl - Set;1;92.430
06.01.22;#25048;Germany;Aarbergen;Alaunstein;1;9.990
07.01.22;#25059;Germany;München;Alaunstein;1;8.390
07.01.22;#25064;Germany;Albersweiler;Alaunstein;1;8.390
07.01.22;#25070;Germany;Hannover;Alaunstein;1;8.390
07.01.22;#25079;Germany;Wehrheim;Alaunstein;1;8.390
07.01.22;#25083;Germany;Finnentrop;Alaunstein;1;8.390
08.01.22;#25142;Germany;Gräfelfing;Alaunstein;1;8.380
08.01.22;#25144;Austria;Weigelsdorf;Bartbalm Crusoe;1;20.820
09.01.22;#25147;Germany;Hünfelden;Alaunstein;1;8.390
09.01.22;#25150;Germany;Donauwörth;Alaunstein;1;8.390
09.01.22;#25151;Germany;Remscheid;Alaunstein;1;8.390
09.01.22;#25157;Germany;Berlin;Rasierhobel Solingen Stahl - Set;1;92.420
09.01.22;#25158;Germany;Schöllnach;Alaunstein;1;8.390
09.01.22;#25162;Germany;Börnsen;Alaunstein;1;8.390
09.01.22;#25176;Germany;Teisnach;Alaunstein;1;8.390
09.01.22;#25214;Germany;Bonn;Alaunstein;1;8.380
09.01.22;#25230;Germany;Bischberg;Alaunstein;1;8.390
10.01.22;#25235;Germany;Grafenau;Alaunstein;1;8.390
10.01.22;#25236;Germany;Hamm;Alaunstein;1;8.390
10.01.22;#25256;Germany;Vilshofen;Alaunstein;1;8.390
10.01.22;#25258;Germany;Frankenthal;Alaunstein;1;8.380
10.01.22;#25280;Germany;Halle;Alaunstein;1;8.380
10.01.22;#25285;Germany;Riedenburg;Alaunstein;1;8.390
11.01.22;#25311;Germany;Mainz;Alaunstein;1;8.390
11.01.22;#25320;Germany;Esslingen Am Neckar;Bartbalm Crusoe;1;21.000
11.01.22;#25340;Germany;Hamburg;Bartbalm Crusoe;1;21.000
11.01.22;#25358;Germany;Heidenheim An Der Brenz;Alaunstein;1;8.390
11.01.22;#25374;Germany;Oberhausen Rheinhausen;Bartbalm Crusoe;1;21.000
12.01.22;#25383;Germany;Neuhof;Bartbalm Crusoe;1;21.000
12.01.22;#25403;Germany;Rodgau;Alaunstein;1;8.390
12.01.22;#25429;Germany;Magdeburg;Bartbalm Crusoe;1;21.000
12.01.22;#25429;Germany;Magdeburg;Alaunstein;1;8.380
12.01.22;#25435;Germany;Schwabach;Alaunstein;1;8.390
12.01.22;#25445;Germany;Ulm;Alaunstein;1;8.390
12.01.22;#25450;Germany;Hanau;Alaunstein;1;8.380
12.01.22;#25451;Germany;Hamburg;Alaunstein;1;8.390
13.01.22;#25454;Germany;Lohr;Alaunstein;1;8.390
13.01.22;#25485;Germany;Laupheim;Bartbalm Crusoe;1;21.000
13.01.22;#25499;Germany;Friedrichshafen;Bartbalm Crusoe;1;21.000
13.01.22;#25512;Germany;Wolpertshausen;Alaunstein;1;8.390
13.01.22;#25513;Germany;Wiesbaden;Alaunstein;1;8.390
13.01.22;#25517;Germany;Potsdam;Alaunstein;1;8.390
14.01.22;#25530;Germany;Ofterschwang;Bartbalm Crusoe;1;21.000
14.01.22;#25541;Germany;Feldkirchen Westerham;Alaunstein;1;8.390
14.01.22;#25553;Germany;Leverkusen;Alaunstein;1;8.390
14.01.22;#25557;Germany;Heinsberg;Alaunstein;1;8.390
14.01.22;#25576;Germany;Stemwede;Bartbalm Crusoe;1;21.000
14.01.22;#25582;Germany;Pliezhausen;Alaunstein;1;8.390
14.01.22;#25584;Germany;Lübbecke;Alaunstein;1;8.390
14.01.22;#25586;Germany;Eutin;Alaunstein;1;8.390
15.01.22;#25606;Germany;Lorsch;Alaunstein;1;8.380
15.01.22;#25621;Germany;Bielefeld;Alaunstein;1;8.380
15.01.22;#25641;Germany;Berlin;Alaunstein;1;8.390
15.01.22;#25659;Germany;Aulendorf;Alaunstein;1;8.390
15.01.22;#25669;Germany;Bünde;Alaunstein;1;8.390
15.01.22;#25676;Germany;Altenstadt;Alaunstein;1;8.380
15.01.22;#25684;Germany;Stammbach;Alaunstein;2;16.790
15.01.22;#25684;Germany;Stammbach;Bartbalm Crusoe;2;42.000
16.01.22;#25725;Germany;Blankenfelde;Alaunstein;1;8.380
16.01.22;#25726;Germany;Schwabach;Alaunstein;1;8.390
16.01.22;#25740;Germany;Königs Wusterhausen;Bartbalm Crusoe;1;21.000
16.01.22;#25748;Germany;Ursensollen;Alaunstein;1;8.390
16.01.22;#25751;Germany;Walsrode;Alaunstein;1;8.390
16.01.22;#25752;Austria;Sarasdorf;Alaunstein;1;8.320
16.01.22;#25759;Germany;Hamburg;Bartbalm Crusoe;1;21.000
16.01.22;#25761;Germany;Karlsruhe;Alaunstein;1;8.380
17.01.22;#25780;Germany;Morsbach;Alaunstein;1;8.390
17.01.22;#25784;Germany;Berlin;Alaunstein;1;8.390
17.01.22;#25795;Germany;Nürnberg;Alaunstein;1;8.390
17.01.22;#25800;Germany;Teutschenthal;Bartbalm Crusoe;1;21.000
17.01.22;#25823;Germany;Braunschweig;Alaunstein;1;8.380
18.01.22;#25826;Germany;Potsdam;Alaunstein;1;8.390
18.01.22;#25833;Germany;Speyer;Alaunstein;1;8.390
18.01.22;#25835;Germany;Gescher;Alaunstein;1;8.390
18.01.22;#25844;Germany;Bad Tölz;Alaunstein;1;8.390
18.01.22;#25859;Germany;Elsfleth;Bartbalm Crusoe;1;21.000
18.01.22;#25865;Germany;Achim;Rasierhobel Solingen Stahl - Set;1;92.420
18.01.22;#25866;Germany;Geiselhöring;Alaunstein;1;8.390
19.01.22;#25881;Germany;74080 Heilbronn;Alaunstein;1;8.390
19.01.22;#25893;Germany;Menden;Alaunstein;1;8.380
19.01.22;#25912;Germany;Neubrandenburg;Bartbalm Crusoe;1;21.000
19.01.22;#25913;Germany;Bärstadt;Alaunstein;1;8.390
19.01.22;#25927;Germany;Stromberg;Rasierhobel Solingen Stahl - Set;1;92.430
20.01.22;#25973;Austria;Bad Vöslau;Alaunstein;1;8.320
20.01.22;#25983;Germany;Osnabrück;Alaunstein;1;8.390
21.01.22;#25999;Germany;Groß Umstadt;Alaunstein;1;8.390
21.01.22;#26017;Germany;Lenting;Bartbalm Crusoe;1;21.000
21.01.22;#26035;Germany;Reichenau;Alaunstein;1;8.390
21.01.22;#26037;Germany;Hannover;Alaunstein;1;8.390
22.01.22;#26044;Germany;Neukirchen;Bartbalm Crusoe;1;21.000
22.01.22;#26051;Germany;Erfurt;Alaunstein;1;8.380
22.01.22;#26053;Austria;Marchtrenk;Alaunstein;1;8.320
22.01.22;#26060;Germany;Kiel;Alaunstein;1;8.380
22.01.22;#26075;Austria;Gortipohl;Alaunstein;1;8.320
22.01.22;#26079;Germany;Karlsruhe;Alaunstein;1;8.390
22.01.22;#26084;Germany;Düsseldorf;Alaunstein;1;8.390
22.01.22;#26093;Germany;Konstanz;Alaunstein;1;8.390
23.01.22;#26114;Germany;Kempten;Alaunstein;1;8.390
23.01.22;#26126;Germany;Velburg;Bartbalm Crusoe;1;21.000
23.01.22;#26146;Germany;Dortmund;Alaunstein;1;8.390
24.01.22;#26169;Germany;Fürstenwalde;Alaunstein;1;8.390
24.01.22;#26174;Germany;Niedernhausen;Alaunstein;1;8.390
24.01.22;#26180;Germany;Heidelberg Kirchheim;Alaunstein;1;8.380
24.01.22;#26191;Germany;Mörfelden Walldorf;Alaunstein;1;8.380
24.01.22;#26193;Germany;Lautertal;Alaunstein;1;8.390
24.01.22;#26199;Germany;Wolfsburg;Bartbalm Crusoe;1;21.000
24.01.22;#26206;Germany;Endingen;Bartbalm Crusoe;1;21.000
24.01.22;#26214;Germany;Bopfingen;Bartbalm Crusoe;1;21.000
24.01.22;#26219;Germany;Nordhausen;Bartbalm Crusoe;1;21.000
24.01.22;#26221;Germany;Halle;Bartbalm Crusoe;1;21.000
24.01.22;#26237;Germany;Kerpen;Alaunstein;1;8.390
25.01.22;#26244;Germany;Munich;Alaunstein;1;8.380
25.01.22;#26247;Germany;Bendorf;Bartbalm Crusoe;1;21.000
25.01.22;#26248;Austria;Baden;Alaunstein;1;8.320
25.01.22;#26263;Germany;Bürstadt;Alaunstein;1;8.390
25.01.22;#26276;Germany;Moormerland;Bartbalm Crusoe;1;21.000
25.01.22;#26282;Germany;Königslutter Am Elm;Alaunstein;1;8.390
26.01.22;#26287;Germany;Pinneberg;Alaunstein;1;8.390
26.01.22;#26316;Germany;Stuttgart;Alaunstein;1;8.380
26.01.22;#26320;Germany;Prien A. Ch.;Alaunstein;1;8.390
26.01.22;#26321;Germany;Dorsten;Bartbalm Crusoe;2;42.000
26.01.22;#26330;Germany;Paderborn;Alaunstein;1;8.390
27.01.22;#26370;Germany;Starnberg;Bartbalm Crusoe;1;21.000
27.01.22;#26376;Germany;Ganderkesee;Alaunstein;1;8.380
27.01.22;#26383;Germany;Gütersloh;Alaunstein;1;8.390
28.01.22;#26406;Germany;Kirchheim Unter Teck;Alaunstein;1;8.380
28.01.22;#26410;Germany;Neustadt;Rasierhobel Solingen Stahl - Set;1;92.430
28.01.22;#26412;Germany;Hamburg;Bartbalm Crusoe;1;21.000
28.01.22;#26413;Germany;Dußlingen;Bartbalm Crusoe;1;21.000
28.01.22;#26419;Germany;Heide;Alaunstein;1;8.380
28.01.22;#26433;Germany;Berlin;Alaunstein;1;8.390
28.01.22;#26436;Germany;Aachen;Alaunstein;1;8.390
28.01.22;#26439;Germany;Neunkirchen;Alaunstein;1;8.390
29.01.22;#26468;Germany;Memmingen;Alaunstein;1;8.390
29.01.22;#26471;Germany;Jüchen;Alaunstein;1;8.390
29.01.22;#26497;Germany;Grimma;Alaunstein;1;8.390
29.01.22;#26508;Germany;Oppenweiler;Alaunstein;1;8.390
29.01.22;#26511;Germany;Zwenkau;Alaunstein;1;9.990
29.01.22;#26518;Germany;Langelsheim;Alaunstein;1;8.390
30.01.22;#26522;Germany;Langelsheim;Rasierhobel Solingen Stahl - Set;1;92.430
30.01.22;#26531;Germany;Wülfrath;Bartbalm Crusoe;1;21.000
30.01.22;#26531;Germany;Wülfrath;Alaunstein;1;8.390
30.01.22;#26545;Germany;Königs Wusterhausen;Alaunstein;1;8.390
30.01.22;#26554;Germany;Oyten;Alaunstein;1;8.390
30.01.22;#26555;Germany;Pfungstadt;Alaunstein;1;8.390
30.01.22;#26556;Germany;Radebeul;Bartbalm Crusoe;1;21.000
30.01.22;#26567;Germany;Lüdenscheid;Alaunstein;1;8.390
30.01.22;#26579;Germany;Wermelskirchen;Alaunstein;1;8.390
30.01.22;#26585;Germany;Münsingen;Bartbalm Crusoe;1;21.000
30.01.22;#26591;Germany;Emmerting;Alaunstein;1;8.390
30.01.22;#26592;Germany;Hannover;Bartbalm Crusoe;1;21.000
31.01.22;#26604;Germany;Pirmasens;Alaunstein;1;8.380
31.01.22;#26610;Germany;72474, Winterlingen;Alaunstein;1;8.390
31.01.22;#26624;Germany;Berlin;Alaunstein;1;8.390
31.01.22;#26626;Germany;Bocholt;Alaunstein;1;8.390
31.01.22;#26634;Germany;Bielefeld;Alaunstein;1;8.390
31.01.22;#26636;Germany;Lippstadt;Alaunstein;1;8.390
31.01.22;#26649;Germany;Wimmelburg;Bartbalm Crusoe;1;21.000
31.01.22;#26657;Germany;Düsseldorf;Alaunstein;1;8.390
31.01.22;#26658;Germany;Willingshausen;Alaunstein;1;8.390
01.02.22;#26669;Germany;Oschersleben (Bode);Alaunstein;1;9.990
01.02.22;#26674;Germany;Hamburg;Rasierhobel Solingen Stahl - Set;1;92.430
01.02.22;#26714;Germany;Iserlohn;Alaunstein;1;8.390
01.02.22;#26718;Germany;Seelow;Alaunstein;1;8.390
01.02.22;#26720;Germany;Geretsried;Bartbalm Crusoe;1;21.000
02.02.22;#26731;Germany;Seebad Warnemünde;Rasierhobel Solingen Stahl - Set;1;92.430
02.02.22;#26731;Germany;Seebad Warnemünde;Alaunstein;1;8.390
02.02.22;#26770;Germany;Friedberg;Bartbalm Crusoe;1;21.000
03.02.22;#26792;Germany;Wittlich;Bartbalm Crusoe;1;21.000
03.02.22;#26810;Germany;Wurzen;Bartbalm Crusoe;1;21.000
03.02.22;#26816;Germany;Isselburg;Alaunstein;1;8.390
03.02.22;#26818;Germany;Schellerten;Alaunstein;1;8.390
03.02.22;#26822;Germany;Heide;Alaunstein;1;8.390
03.02.22;#26829;Germany;Rees;Alaunstein;1;8.380
04.02.22;#26859;Germany;Ober Ramstadt;Alaunstein;1;8.380
04.02.22;#26860;Germany;Geilenkirchen;Bartbalm Crusoe;1;21.000
04.02.22;#26862;Germany;Jever;Alaunstein;1;8.390
04.02.22;#26870;Germany;Neustadt Aisch;Alaunstein;1;8.390
04.02.22;#26882;Germany;Berlin;Alaunstein;1;9.990
04.02.22;#26889;Germany;Frankfurt;Alaunstein;1;8.390
04.02.22;#26908;Germany;Straelen;Alaunstein;1;8.390
04.02.22;#26909;Germany;Herten;Bartbalm Crusoe;1;21.000
04.02.22;#26913;Germany;Starnberg;Bartbalm Crusoe;1;21.000
04.02.22;#26931;Germany;Berlin;Bartbalm Crusoe;1;21.000
04.02.22;#26934;Germany;Grünstadt;Alaunstein;1;8.390
04.02.22;#26935;Germany;Waldkraiburg;Alaunstein;1;8.390
04.02.22;#26939;Germany;Bovenden;Bartbalm Crusoe;1;21.000
05.02.22;#26947;Germany;Schwetzingen;Alaunstein;1;8.380
05.02.22;#26951;Germany;Gunzenhausen;Alaunstein;1;8.380
05.02.22;#26959;Germany;Schweinspoint;Alaunstein;1;8.390
05.02.22;#26966;Germany;Cham;Alaunstein;1;8.390
05.02.22;#26969;Germany;Fridolfing;Bartbalm Crusoe;1;21.000
05.02.22;#26971;Germany;Goldbach;Rasierhobel Solingen Stahl - Set;1;92.420
05.02.22;#26975;Germany;Schönwald;Rasierhobel Solingen Stahl - Set;1;92.430
05.02.22;#27000;Germany;Wiedemar;Alaunstein;1;8.390
05.02.22;#27009;Germany;Linnich;Rasierhobel Solingen Stahl - Set;1;92.420
05.02.22;#27010;Germany;Biessenhofen;Bartbalm Crusoe;1;21.000
06.02.22;#27019;Germany;Koblenz;Alaunstein;1;8.390
06.02.22;#27031;Germany;Winhöring;Alaunstein;2;16.790
06.02.22;#27045;Germany;Herzogenaurach;Rasierhobel Solingen Stahl - Set;1;92.420
06.02.22;#27076;Germany;Flein;Alaunstein;1;8.380
06.02.22;#27085;Germany;Wendeburg Bortfeld;Alaunstein;1;8.390
06.02.22;#27094;Germany;Meppen;Alaunstein;1;9.990
07.02.22;#27127;Germany;Pegnitz;Alaunstein;1;8.390
07.02.22;#27135;Germany;München;Bartbalm Crusoe;1;21.000
08.02.22;#27176;Germany;Kleinblittersdorf;Bartbalm Crusoe;1;21.000
08.02.22;#27184;Germany;Heist;Alaunstein;1;8.390
08.02.22;#27195;Germany;Kitzingen;Bartbalm Crusoe;1;21.000
08.02.22;#27201;Germany;Friedberg;Alaunstein;2;16.790
08.02.22;#27209;Germany;München;Alaunstein;1;8.390
09.02.22;#27218;Germany;Sankt Johann Bleichstetten;Alaunstein;1;8.380
09.02.22;#27225;Germany;Dörphof;Bartbalm Crusoe;1;21.000
09.02.22;#27235;Germany;Edewecht;Bartbalm Crusoe;1;21.000
09.02.22;#27237;Germany;Lübeck;Alaunstein;1;9.990
09.02.22;#27241;Germany;Coesfeld;Alaunstein;1;8.390
09.02.22;#27257;Germany;Großhansdorf;Alaunstein;1;8.390
09.02.22;#27264;Germany;Triefenstein;Alaunstein;1;8.390
10.02.22;#27284;Germany;Balve;Alaunstein;1;9.990
10.02.22;#27293;Germany;Spreetal Ot. Burgneudorf;Bartbalm Crusoe;1;21.000
10.02.22;#27294;Germany;Neukloster;Bartbalm Crusoe;1;21.000
11.02.22;#27316;Germany;Berlin;Bartbalm Crusoe;1;21.000
11.02.22;#27322;Germany;Altlandsberg;Bartbalm Crusoe;1;21.000
11.02.22;#27341;Germany;Pleckhausen;Alaunstein;1;8.380
11.02.22;#27342;Germany;Wunstorf;Bartbalm Crusoe;1;21.000
